Ticker Symbol,Proper Name,ETF Issuer,Asset Class,ETF Launch,ETF Last Expense Ratio,ETF AUM,ETF Focus,ETF Niche,ETF Segment Name,ETF Strategy ,ETF Strategy Cluster,ETF Strategy Group,ETF Selection Criteria,ETF Weighting Scheme
IIGD,Invesco Investment Grade Defensive,Invesco,Fixed Income,07/25/2018,13.0,"73,584,723.7",Investment Grade,Intermediate,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Fundamental,Bottom-up,Strategic,Fundamental,Market Value
IJAN,Innovator International Developed Power Buffer - January,Innovator,Equity,12/31/2019,85.0,"125,014,215.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
IJH,iShares Core S&P Mid-Cap,Blackrock,Equity,05/22/2000,5.0,"74,684,598,597.0",Mid Cap,Broad-based,Equity: U.S.  -  Mid Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
IJJ,iShares S&P Mid-Cap 400 Value,Blackrock,Equity,07/24/2000,18.0,"7,122,592,367.1",Mid Cap,Value,Equity: U.S.  -  Mid Cap Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
IJK,iShares S&P Mid-Cap 400 Growth,Blackrock,Equity,07/24/2000,17.0,"8,045,492,175.2",Mid Cap,Growth,Equity: U.S. - Mid Cap Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
IJR,iShares Core S&P Small Cap,Blackrock,Equity,05/22/2000,6.0,"70,878,134,546.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
IJS,iShares S&P Small-Cap 600 Value,Blackrock,Equity,07/24/2000,18.0,"6,841,357,362.0",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Value,Bottom-up,Strategic,Fundamental,Fundamental
IJT,iShares S&P Small-Cap 600 Growth,Blackrock,Equity,07/24/2000,25.0,"5,172,933,061.4",Small Cap,Growth,Equity: U.S.  -  Small Cap Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
IJUL,Innovator International Developed Power Buffer - July,Innovator,Equity,07/01/2019,85.0,"214,582,500.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
ILCB,iShares Morningstar U.S. Equity,Blackrock,Equity,06/28/2004,3.0,"795,251,443.2",Total Market,Broad-based,Equity: U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Market Cap
ILCG,iShares Morningstar Growth,Blackrock,Equity,06/28/2004,4.0,"1,774,620,260.0",Total Market,Growth,Equity: U.S. - Total Market Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
ILCV,iShares Morningstar Value,Blackrock,Equity,06/28/2004,4.0,"810,243,480.0",Total Market,Value,Equity: U.S.  -  Total Market Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
ILDR,First Trust Innovation Leaders,First Trust,Equity,05/25/2021,75.0,"15,489,586.4",Theme,Broad Thematic,Equity: Global Broad Thematic,Active,Active,Active,Proprietary,Proprietary
ILF,iShares Latin America 40,Blackrock,Equity,10/25/2001,48.0,"1,446,080,250.0",Large Cap,Broad-based,Equity: Latin America - Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
ILIT,iShares Lithium Miners and Producers,Blackrock,Equity,06/23/2023,47.0,"4,043,880.0",Theme,Mobility,Equity: Global Mobility,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
ILTB,iShares Core 10+ Year USD Bond,Blackrock,Fixed Income,12/08/2009,6.0,"531,731,605.0",Broad Credit,Long-Term,"Fixed Income: U.S. - Broad Market, Broad-based Long-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IMCB,iShares Morningstar Mid-Cap,Blackrock,Equity,06/28/2004,4.0,"754,925,774.8",Mid Cap,Broad-based,Equity: U.S.  -  Mid Cap,Fundamental,Bottom-up,Strategic,Fundamental,Market Cap
IMCG,iShares Morningstar Mid-Cap Growth,Blackrock,Equity,06/28/2004,6.0,"1,618,383,158.0",Mid Cap,Growth,Equity: U.S. - Mid Cap Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
IMCV,iShares Morningstar Mid-Cap Value,Blackrock,Equity,06/28/2004,6.0,"526,207,489.5",Mid Cap,Value,Equity: U.S.  -  Mid Cap Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
IMFL,Invesco International Developed Dynamic Multifactor,Invesco,Equity,02/24/2021,34.0,"237,148,624.1",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
IMOM,Alpha Architect International Quantitative Momentum,Alpha Architect,Equity,12/23/2015,49.0,"81,896,960.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Active,Active,Active,Proprietary,Proprietary
IMSI,Invesco Municipal Strategic Income,Invesco,Fixed Income,12/09/2022,50.0,"29,830,249.7",Broad Credit,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",Active,Active,Active,Proprietary,Proprietary
IMTB,ishares Core 5-10 Year USD Bond,Blackrock,Fixed Income,11/01/2016,6.0,"191,062,350.0",Broad Credit,Intermediate,"Fixed Income: U.S. - Broad Market, Broad-based Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IMTM,iShares MSCI Intl Momentum Factor,Blackrock,Equity,01/13/2015,30.0,"1,496,237,400.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Momentum,Technical,Strategic,Momentum,Momentum
INC,VanEck Dynamic High Income,VanEck,Asset Allocation,11/01/2022,43.0,"783,645.0",Target Outcome,Income,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
INCM,Franklin Income Focus,Franklin Templeton,Asset Allocation,06/08/2023,38.0,"100,320,000.0",Target Outcome,Income,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
INCO,Columbia India Consumer,Ameriprise Financial,Equity,08/10/2011,75.0,"117,443,250.0",Theme,Consumer,Equity: India Consumer,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
INDA,iShares MSCI India,Blackrock,Equity,02/02/2012,64.0,"5,934,798,790.0",Total Market,Broad-based,Equity: India  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
INDF,Nifty India Financials,Exchange Traded Concepts,Equity,10/20/2020,75.0,"6,911,149.0",Financials,Broad-based,Equity: India Financials,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
INDL,Direxion Daily MSCI India Bull 2X Shares,Rafferty Asset Management,Equity,03/11/2010,126.0,"62,238,075.5",Total Market,Broad-based,Leveraged Equity: India  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
INDS,Pacer Industrial Real Estate,Pacer Advisors,Equity,05/14/2018,55.0,"206,884,500.0",Real Estate,Industrial REITs,Equity: Developed Markets Industrial REITs,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
INDY,iShares India 50,Blackrock,Equity,11/18/2009,89.0,"651,684,140.0",Large Cap,Broad-based,Equity: India - Large Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
INFL,Horizon Kinetics Inflation Beneficiaries,Horizon Kinetics,Equity,01/11/2021,85.0,"927,933,907.5",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
INFR,ClearBridge Sustainable Infrastructure,Franklin Templeton,Equity,12/14/2022,59.0,"9,552,000.0",Theme,Infrastructure,Equity: U.S. Infrastructure,Active,Active,Active,Proprietary,Proprietary
INKM,SPDR SSgA Income Allocation,State Street,Asset Allocation,04/25/2012,50.0,"71,965,438.0",Target Outcome,Income,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
INMU,BlackRock Intermediate Muni Income Bond,Blackrock,Fixed Income,03/16/2021,30.0,"25,573,130.0",Broad Credit,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",Active,Active,Active,Proprietary,Proprietary
INNO,Harbor Disruptive Innovation,ORIX,Equity,12/01/2021,75.0,"30,030,000.0",Theme,Broad Thematic,Equity: Global Broad Thematic,Active,Active,Active,Proprietary,Proprietary
INQQ,India Internet & Ecommerce,Exchange Traded Concepts,Equity,04/05/2022,86.0,"8,247,882.5",Theme,Internet,Equity: India Internet,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
INTF,iShares International Equity Factor,Blackrock,Equity,04/28/2015,15.0,"954,116,540.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
INTL,Main International,Main Management,Equity,12/01/2022,99.0,"97,619,000.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
IOCT,Innovator International Developed Power Buffer - October,Innovator,Equity,10/01/2021,85.0,"92,533,350.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
ION,ProShares S&P Global Core Battery Metals,ProShares,Equity,11/29/2022,58.0,"2,583,094.4",Theme,Mobility,Equity: Global Mobility,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
IOO,iShares Global 100,Blackrock,Equity,12/05/2000,41.0,"4,277,259,720.0",Large Cap,Broad-based,Equity: Global  -  Large Cap,Vanilla,Vanilla,Vanilla,Committee,Market Cap
IPAC,iShares Core MSCI Pacific,Blackrock,Equity,06/10/2014,9.0,"1,674,190,280.0",Total Market,Broad-based,Equity: Developed Asia-Pacific   -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
IPAY,ETFMG Prime Mobile PaymentsMG Prime Mobile Payments Fund,ETFMG,Equity,07/15/2015,75.0,"396,427,500.0",Financials,Transaction & Payment Processing Services,Equity: Global Transaction & Payment Processing Services,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
IPDP,Dividend Performers,Sheaff Brock Capital Management LLC,Equity,03/07/2022,106.0,"18,882,633.3",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
IPKW,Invesco International BuyBack Achievers,Invesco,Equity,02/27/2014,55.0,"63,973,800.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Share Buybacks,Market Cap
IPO,Renaissance IPO,Renaissance Capital,Equity,10/14/2013,60.0,"194,360,320.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Time Since Launch,Restricted Universe,Idiosyncratic,Time Since Listing,Market Cap
IPOS,Renaissance International IPO,Renaissance Capital,Equity,10/06/2014,80.0,"6,589,004.6",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Time Since Launch,Restricted Universe,Idiosyncratic,Time Since Listing,Market Cap
IPPP,Preferred-Plus,Sheaff Brock Capital Management LLC,Fixed Income,03/07/2022,106.0,"11,647,979.4",Broad Credit,Broad Maturities,"Fixed Income: Global - Corporate, Preferred",Active,Active,Active,Proprietary,Proprietary
IQDE,FlexShares International Quality Dividend Defensive Index,Northern Trust,Equity,04/12/2013,47.0,"28,334,900.2",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
IQDF,FlexShares International Quality Dividend Index Fund,Northern Trust,Equity,04/12/2013,47.0,"553,013,262.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
IQDG,WisdomTree International Quality Dividend Growth Fund,WisdomTree,Equity,04/07/2016,42.0,"859,889,060.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Dividends
IQDY,FlexShares International Quality Dividend Dynamic Index Fund,Northern Trust,Equity,04/12/2013,47.0,"70,738,676.2",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
IQHI,IQ MacKay ESG High Income,New York Life,Fixed Income,10/25/2022,40.0,"85,569,000.0",High Yield,Broad Maturities,"Fixed Income: Global - Corporate, Broad-based High Yield",Active,Active,Active,Proprietary,Proprietary
IQIN,IQ 500 International,New York Life,Equity,12/13/2018,25.0,"196,368,657.8",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
IQLT,iShares MSCI Intl Quality Factor,Blackrock,Equity,01/13/2015,30.0,"6,599,579,520.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
IQM,Franklin Intelligent Machines,Franklin Templeton,Equity,02/25/2020,50.0,"21,469,500.0",Theme,Robotics & AI,Equity: Global Robotics & AI,Active,Active,Active,Proprietary,Proprietary
IQRA,IQ CBRE Real Assets,New York Life,Equity,05/10/2023,65.0,"4,767,400.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
IQSI,IQ Candriam International Equity,New York Life,Equity,12/17/2019,15.0,"190,933,826.3",Total Market,Broad-based,Equity: Developed Markets - Total Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
IQSM,IQ Candriam U.S. Mid Cap Equity,New York Life,Equity,10/25/2022,15.0,"171,712,500.0",Mid Cap,Broad-based,Equity: U.S.  -  Mid Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
IQSU,IQ Candriam U.S. Large Cap Equity,New York Life,Equity,12/17/2019,9.0,"378,295,132.3",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
IRBA,iMGP RBA Responsible Global Allocation,Litman Gregory Capital Partners LLC,Asset Allocation,01/31/2022,69.0,"8,280,000.0",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
IRBO,iShares Robotics and Artificial Intelligence Multisector,Blackrock,Equity,06/26/2018,47.0,"488,205,760.0",Theme,Robotics & AI,Equity: Global Robotics & AI,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Equal
IRVH,Global X Interest Rate Volatility & Inflation Hedge,"Mirae Asset Global Investments Co., Ltd.",Fixed Income,07/05/2022,46.0,"3,420,763.1",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",Active,Active,Active,Proprietary,Proprietary
ISCB,iShares Morningstar Small-Cap,Blackrock,Equity,06/28/2004,4.0,"211,152,081.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Fundamental,Bottom-up,Strategic,Fundamental,Market Cap
ISCF,iShares International SmallCap Equity Factor,Blackrock,Equity,04/28/2015,23.0,"597,603,270.0",Small Cap,Broad-based,Equity: Developed Markets Ex-U.S.  -  Small Cap,Multi-factor,Hybrid,Strategic,Multi-Factor,Multi-Factor
ISCG,iShares Morningstar Small-Cap Growth,Blackrock,Equity,06/28/2004,6.0,"404,765,312.3",Small Cap,Growth,Equity: U.S.  -  Small Cap Growth,Growth,Hybrid,Strategic,Fundamental,Market Cap
ISCV,iShares Morningstar Small Cap Value,Blackrock,Equity,06/28/2004,6.0,"388,469,720.4",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
ISDB,Invesco Short Duration Bond,Invesco,Fixed Income,12/09/2022,35.0,"9,861,624.7",Broad Credit,Short-Term,"Fixed Income: Global - Broad Market, Broad-based Short-Term",Active,Active,Active,Proprietary,Proprietary
ISEP,Innovator International Developed Power Buffer - September,Innovator,Equity,09/01/2023,85.0,"1,248,500.0",Total Market,Broad-based,Leveraged Equity: Developed Markets Ex-North America - Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
ISHG,iShares 1-3 Year International Treasury Bond,Blackrock,Fixed Income,01/21/2009,35.0,"76,167,520.0",Investment Grade,Short-Term,"Fixed Income:Developed Markets Ex-U.S. Government, Treasury Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
ISHP,First Trust Nasdaq Retail,First Trust,Equity,09/20/2016,60.0,"5,430,054.3",Theme,Digital Economy,Equity: Global Digital Economy,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Equal
ISMD,Inspire Small/Mid Cap,Inspire Investing LLC,Equity,02/28/2017,54.0,"170,887,500.0",Extended Market,Broad-based,Equity: U.S.  -  Extended Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Equal
ISRA,VanEck Israel,VanEck,Equity,06/25/2013,59.0,"57,899,055.0",Total Market,Broad-based,Equity: Israel  -  Total Market,Vanilla,Vanilla,Vanilla,Committee,Market Cap
ISTB,iShares Core 1-5 Year USD Bond,Blackrock,Fixed Income,10/18/2012,6.0,"4,150,998,810.0",Broad Credit,Short-Term,"Fixed Income: U.S. - Broad Market, Broad-based Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
ISVL,iShares International Developed Small Cap Value Factor,Blackrock,Equity,03/23/2021,30.0,"161,848,500.0",Small Cap,Value,Equity: Developed Markets Ex-U.S. - Small Cap Value,Value,Bottom-up,Strategic,Multi-Factor,Market Cap
ISWN,Amplify BlackSwan ISWN,Amplify Investments,Asset Allocation,01/26/2021,49.0,"41,490,687.5",Target Outcome,Capital Appreciation,Asset Allocation: Developed Markets Ex-North America Target Outcome ,Fixed Asset Allocation,Arbitrary Weighting,Idiosyncratic,Fixed,Fixed
ISZE,iShares MSCI Intl Size Factor,Blackrock,Equity,06/16/2015,30.0,"15,360,960.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Market Cap,Inverse Market Cap
ITA,iShares U.S. Aerospace & Defense,Blackrock,Equity,05/01/2006,40.0,"5,603,735,760.0",Industrials,Aerospace & Defense,Equity: U.S. Aerospace & Defense,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
ITAN,Sparkline Intangible Value,Alpha Architect,Equity,06/29/2021,50.0,"29,975,400.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
ITB,iShares U.S. Home Construction,Blackrock,Equity,05/01/2006,40.0,"2,279,830,483.5",Theme,Housing,Equity: U.S. Housing,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
ITEQ,BlueStar Israel Technology BlueStar Israel Technology Fund,ETFMG,Equity,11/02/2015,75.0,"95,610,500.0",Information Technology,Broad-based,Equity: Israel Information Technology,Vanilla,Vanilla,Vanilla,Committee,Market Cap
ITM,VanEck Intermediate Muni,VanEck,Fixed Income,12/04/2007,24.0,"1,760,343,879.4",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,AMT-Free,Market Value
ITOT,iShares Core S&P Total U.S. Stock Market,Blackrock,Equity,01/20/2004,3.0,"45,629,967,546.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Vanilla,Vanilla,Vanilla,Committee,Market Cap
IUS,Invesco RAFI Strategic US,Invesco,Equity,09/12/2018,19.0,"222,218,666.3",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Fundamental,Bottom-up,Strategic,Fundamental,Fundamental
IUSB,iShares Core Total USD Bond Market,Blackrock,Fixed Income,06/10/2014,6.0,"21,919,738,170.0",Broad Credit,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based",Vanilla,Vanilla,Vanilla,Market Value,Market Value
IUSG,iShares Core S&P U.S. Growth,Blackrock,Equity,07/24/2000,4.0,"13,898,236,840.3",Total Market,Growth,Equity: U.S. - Total Market Growth,Growth,Hybrid,Strategic,Multi-Factor,Market Cap
IUSV,iShares Core S&P US Value,Blackrock,Equity,07/24/2000,4.0,"14,130,839,060.4",Total Market,Value,Equity: U.S.  -  Total Market Value,Value,Bottom-up,Strategic,Multi-Factor,Market Cap
IVAL,Alpha Architect International Quantitative Value,Alpha Architect,Equity,12/17/2014,49.0,"151,342,000.0",Total Market,Value,Equity: Developed Markets Ex-U.S.  -  Total Market Value,Active,Active,Active,Proprietary,Proprietary
IVE,iShares S&P 500 Value,Blackrock,Equity,05/22/2000,18.0,"25,381,191,313.9",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Value,Bottom-up,Strategic,Fundamental,Market Cap
IVEG,iShares Emergent Food and AgTech Multisector,Blackrock,Equity,04/25/2022,47.0,"5,887,890.0",Theme,Agriculture,Equity: Global Agriculture,Fundamental,Bottom-up,Strategic,Fundamental,Market Cap
IVES,WedbushMG Global Cloud Technology,ETFMG,Equity,03/08/2016,68.0,"27,445,875.0",Information Technology,Internet Services & Infrastructure,Equity: Global Internet Services & Infrastructure,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
